id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
15689,9F1,small_airport,Valley Mills Municipal Airport,31.621,-97.429497,751.0,,US,US-TX,Valley Mills,no,,,9F1,9F1,,https://en.wikipedia.org/wiki/Valley_Mills_Municipal_Airport,
15690,9F5,heliport,Tcjc-South Campus Heliport,32.663700103759766,-97.2863998413086,663.0,,US,US-TX,Fort Worth,no,,,9F5,9F5,,,
322012,9FA2,heliport,Lakeside Medical Center Heliport,26.723725,-80.6719694,11.0,,US,US-FL,Belle Glade,no,,,9FA2,9FA2,,,
355674,9FA3,heliport,HCA Florida Trinity Hospital Heliport,28.202422,-82.66015,37.0,,US,US-FL,Trinity,no,,,9FA3,9FA3,,,
355676,9FA5,small_airport,Marshall Swamp Airport,29.190833,-82.032713,53.0,,US,US-FL,Ocala,no,,,9FA5,9FA5,,,
15691,9FA8,heliport,Baptist Hospital Heliport,25.66699981689453,-80.33309936523438,15.0,,US,US-FL,Miami,no,,,9FA8,9FA8,,,
15692,9FD0,seaplane_base,Sage Seadrome Seaplane Base,27.945600509643555,-81.40339660644531,53.0,,US,US-FL,Lake Wales,no,,,9FD0,9FD0,,,
15693,9FD1,heliport,Sacred Heart Hospital Heliport,30.474932,-87.211831,134.0,,US,US-FL,Pensacola,no,,,9FD1,9FD1,,,
15694,9FD2,small_airport,Blackwater Creek Ultralightport,28.136999130249023,-82.14649963378906,80.0,,US,US-FL,Plant City,no,,,9FD2,9FD2,,,
15695,9FD3,heliport,HCA Florida Highlands Hospital Heliport,27.465446,-81.431882,106.0,,US,US-FL,Sebring,no,,,9FD3,9FD3,,,Highlands Regional Medical Center Heliport
511087,9FD4,heliport,Adventhealth Oviedo ER Heliport,28.658003,-81.239213,43.0,,US,US-FL,Oviedo,no,,,9FD4,9FD4,,,
15696,9FD5,small_airport,Thompson's Goinbroke Aero Ranch Airport,29.38660049438477,-82.14289855957031,85.0,,US,US-FL,Citra,no,,,9FD5,9FD5,,,
15697,9FD6,heliport,Academy Heliport,27.94657,-82.420251,,,US,US-FL,Tampa,no,,,9FD6,9FD6,,,
45364,9FD7,small_airport,Fort Atkinson Plantation Airpark,30.196482,-83.311646,90.0,,US,US-FL,Day,no,,,9FD7,9FD7,,,
15698,9FD8,heliport,Wesh-Tv Channel 2 Heliport,28.612499237060547,-81.3855972290039,105.0,,US,US-FL,Eatonville,no,,,9FD8,9FD8,,,
15699,9FD9,small_airport,Buddys Ag Service Airport,30.1224002838,-82.9679031372,100.0,,US,US-FL,Mc Alpin,no,,,9FD9,9FD9,,,
15700,9FL0,small_airport,Suwannee Belle Airport,30.09239959716797,-83.08540344238281,50.0,,US,US-FL,Live Oak,no,,,9FL0,9FL0,,,
15701,9FL1,small_airport,Flying W Airranch Airport,28.6835994720459,-82.15760040283203,58.0,,US,US-FL,Bushnell,no,,,9FL1,9FL1,,,
15702,9FL2,small_airport,Saranac Farm Airport,30.65250015258789,-84.47470092773438,230.0,,US,US-FL,Havana,no,,,9FL2,9FL2,,,
15703,9FL3,seaplane_base,Lake Josephine Seaplane Base,27.396900177001957,-81.42669677734375,85.0,,US,US-FL,Sebring,no,,,9FL3,9FL3,,,
15704,9FL4,heliport,Pasco County Mosquito Heliport,28.193424,-82.620376,40.0,,US,US-FL,Odessa,no,,,9FL4,9FL4,,,
15705,9FL5,small_airport,Shady Bend Airport,29.81410026550293,-82.92569732666016,25.0,,US,US-FL,Bell,no,,,9FL5,9FL5,,,
15706,9FL6,heliport,Land South Heliport,27.86639976501465,-81.96939849853516,136.0,,US,US-FL,Mulberry,no,,,9FL6,9FL6,,,
15707,9FL7,small_airport,Oasis Ranger Station - US Government Airport,25.860072,-81.034727,10.0,,US,US-FL,Everglades City,no,,,9FL7,9FL7,,,
15708,9FL8,small_airport,Finlayson Farm Airport,30.616600036621094,-83.65239715576172,150.0,,US,US-FL,Greenville,no,,,9FL8,9FL8,,,
15709,9FL9,heliport,Suwannee Hospital Emergency Heliport,30.29129981994629,-83.00399780273438,94.0,,US,US-FL,Live Oak,no,,,9FL9,9FL9,,,
15710,9G0,small_airport,Buffalo Airfield,42.862,-78.716599,670.0,,US,US-NY,Buffalo,no,,,9G0,9G0,,https://en.wikipedia.org/wiki/Buffalo_Airfield,
15711,9G1,small_airport,Pittsburgh Northeast Airport,40.603287,-79.826038,1063.0,,US,US-PA,Tarentum,no,,,,9G1,https://www.penndot.gov/TravelInPA/airports-pa/Pages/Pittsburgh-Northeast-Airport.aspx,https://en.wikipedia.org/wiki/Pittsburgh_Northeast_Airport,Rock Airport
15712,9G5,small_airport,Royalton Airport,43.181999,-78.5578,628.0,,US,US-NY,Gasport,no,,,9G5,9G5,,https://en.wikipedia.org/wiki/Royalton_Airport,
15713,9G6,small_airport,Pine Hill Airport,43.173546,-78.275126,669.0,,US,US-NY,Albion,no,,,9G6,9G6,,https://en.wikipedia.org/wiki/Pine_Hill_Airport_(New_York),
15714,9G9,small_airport,Gackle Municipal Airport,46.61660003662109,-99.16709899902344,1904.0,,US,US-ND,Gackle,no,,,9G9,9G9,,,
15715,9GA0,small_airport,Brown Field,33.057098388671875,-84.34239959716797,864.0,,US,US-GA,Zebulon,no,,,9GA0,9GA0,,,
15716,9GA1,small_airport,Briar Patch Airport,32.449315,-81.337781,100.0,,US,US-GA,Clyo,no,,,9GA1,9GA1,,,
15718,9GA3,small_airport,Young Field,31.839759,-84.481602,401.0,,US,US-GA,Dawson,no,,,9GA3,9GA3,,,Hayes
15720,9GA5,small_airport,Lowell Field,32.05820083618164,-84.29019927978516,475.0,,US,US-GA,Americus,no,,,9GA5,9GA5,,,
15721,9GA6,small_airport,Brookline - Meadowmere Airport,33.099829,-83.404784,500.0,,US,US-GA,Milledgeville,no,,,9GA6,9GA6,,,
15722,9GA7,heliport,Dorminy Medical Center Heliport,31.696807,-83.260167,363.0,,US,US-GA,Fitzgerald,no,,,9GA7,9GA7,,,Fitzgerald Jr Woman's Hospital
15723,9GA8,small_airport,Chinaberry Ranch Airport,32.693599700927734,-82.8989028930664,295.0,,US,US-GA,East Dublin,no,,,9GA8,9GA8,,,
15724,9GA9,small_airport,Deerfield Landing Airport,33.218101501464844,-83.31719970703125,445.0,,US,US-GA,Eatonton,no,,,9GA9,9GA9,,,
45370,9GE6,heliport,Linscott Heliport,33.646167,-82.65445,532.0,,US,US-GA,Washington,no,,,9GE6,9GE6,,,
45373,9GE7,small_airport,Neely Farms Airport,33.531389,-83.791944,720.0,,US,US-GA,Covington,no,,,9GE7,9GE7,,,
45369,9GE8,heliport,Legacy Medical Center Heliport,33.740897,-84.512551,857.0,,US,US-GA,Atlanta,no,,,9GE8,9GE8,,,
15726,9I0,small_airport,Havana Regional Airport,40.222725,-90.022781,499.0,,US,US-IL,Havana,no,,,K9I0,9I0,,https://en.wikipedia.org/wiki/Havana_Regional_Airport,
15727,9I3,small_airport,West Liberty Airport,37.91450119018555,-83.2520980834961,934.0,,US,US-KY,West Liberty,no,,,9I3,9I3,,,
347006,9ID0,small_airport,Jenkins Creek Ranch Airport,44.300333,-116.985722,2315.0,,US,US-ID,Weiser,no,,,9ID0,9ID0,,,
346415,9ID6,small_airport,Mallard Creek Ranch Airport,45.613302,-115.324779,5200.0,,US,US-ID,Elk City,no,,,9ID6,9ID6,,,
15729,9II1,small_airport,Short Stop Airport,37.89970016479492,-87.2177963256836,395.0,,US,US-IN,Hatfield,no,,,9II1,9II1,,,
15730,9II2,small_airport,Nelund Field,41.6875,-86.15499877929688,750.0,,US,US-IN,Mishawaka,no,,,9II2,9II2,,,
15731,9II3,small_airport,Dillon Airport,41.5625,-86.47219848632812,700.0,,US,US-IN,North Liberty,no,,,9II3,9II3,,,
15732,9II4,small_airport,Cruzan Field,40.17250061035156,-85.9447021484375,845.0,,US,US-IN,Arcadia,no,,,9II4,9II4,,,
15733,9II5,heliport,Rush Memorial Hospital Heliport,39.622512,-85.443218,980.0,,US,US-IN,Rushville,no,,,9II5,9II5,,,Air Evac 76 Heliport
15735,9II7,heliport,Parkview Dekalb Hospital Heliport,41.369694,-85.035186,900.0,,US,US-IN,Auburn,no,,,9II7,9II7,,,Dekalb Memorial
15736,9II8,small_airport,Francis Airport,39.08610153198242,-85.37110137939453,920.0,,US,US-IN,Holton,no,,,9II8,9II8,,,
15737,9IL0,small_airport,Villiger Restricted Landing Area,41.09450149536133,-89.38619995117188,500.0,,US,US-IL,Henry,no,,,9IL0,9IL0,,,
15738,9IL1,heliport,Durand Ambulance Service Heliport,42.43059921264648,-89.32859802246094,775.0,,US,US-IL,Durand,no,,,9IL1,9IL1,,,
15739,9IL2,small_airport,Routh Airport,40.06499862670898,-88.02639770507812,668.0,,US,US-IL,St Joseph,no,,,9IL2,9IL2,,,
15741,9IL4,small_airport,Thompson Airport,41.80720138549805,-89.04810333251953,790.0,,US,US-IL,Steward,no,,,9IL4,9IL4,,,
15742,9IL5,heliport,City of Highland Park Heliport,42.198314,-87.827027,640.0,,US,US-IL,Highland Park,no,,,9IL5,9IL5,,,
15743,9IL6,small_airport,Weishaupt Airport,40.51309967041016,-89.36730194091797,650.0,,US,US-IL,Mackinaw,no,,,9IL6,9IL6,,,
15744,9IL7,small_airport,Black Airport,41.50979995727539,-90.18209838867188,580.0,,US,US-IL,Hillsdale,no,,,9IL7,9IL7,,,
15745,9IL8,heliport,Fairfield Memorial Hospital Heliport,38.380465,-88.375233,450.0,,US,US-IL,Fairfield,no,,,9IL8,9IL8,,,
347009,9IL9,heliport,Silver Cross Hospital Heliport,41.545597,-87.981986,717.0,,US,US-IL,New Lenox,no,,,9IL9,9IL9,,,
345345,9IN0,small_airport,Smith Field,40.453438,-85.288754,902.0,,US,US-IN,Hartford City,no,,,9IN0,9IN0,,,
15746,9IN1,heliport,Franciscan Health Indianapolis Heliport,39.647393,-86.080041,825.0,,US,US-IN,Indianapolis,no,,,9IN1,9IN1,,,St Francis Hospital-Southcampus
15749,9IN4,small_airport,Bandmill Field,38.534407,-87.591714,400.0,,US,US-IN,Decker,no,,,9IN4,9IN4,,,
15750,9IN5,heliport,Dupont Hospital Heliport,41.17440032958984,-85.10780334472656,828.0,,US,US-IN,Fort Wayne,no,,,9IN5,9IN5,,,
15751,9IN6,small_airport,Garrard Airport,39.84080123901367,-87.33940124511719,550.0,,US,US-IN,Montezuma,no,,,9IN6,9IN6,,,
15752,9IN7,small_airport,Zupancic Field,39.354771,-86.307371,660.0,,US,US-IN,Morgantown,no,,,9IN7,9IN7,,,
15753,9IN8,small_airport,Green Field,41.22919845581055,-85.35810089111328,890.0,,US,US-IN,Churubusco,no,,,9IN8,9IN8,,,
15754,9IN9,small_airport,Gessie Airport,40.07780075073242,-87.51529693603516,635.0,,US,US-IN,Gessie,no,,,9IN9,9IN9,,,
15755,9IS0,small_airport,Cedar Ridge Airport,40.54309844970703,-91.33070373535156,680.0,,US,US-IL,Nauvoo,no,,,9IS0,9IS0,,,
15756,9IS2,small_airport,Schertz Field,40.482878,-88.267529,758.0,,US,US-IL,Gibson City,no,,,9IS2,9IS2,,,Gibson City Muni
15757,9IS3,heliport,St Mary's Hospital - Decatur Heliport,39.8273010254,-88.93090057370001,658.0,,US,US-IL,Decatur,no,,,9IS3,9IS3,,,
15759,9IS5,small_airport,J & Y Ultralightport,41.85810089111328,-89.40730285644531,786.0,,US,US-IL,Dixon,no,,,9IS5,9IS5,,,
15761,9IS7,heliport,Black Hawk Heliport,41.45560073852539,-90.16819763183594,630.0,,US,US-IL,Geneseo,no,,,9IS7,9IS7,,,
15762,9IS8,heliport,Gibson Community Hospital Heliport,40.479655,-88.369475,782.0,,US,US-IL,Gibson City,no,,,9IS8,9IS8,,,
15763,9IS9,small_airport,Johnston Airport,40.3344993591,-88.9553985596,785.0,,US,US-IL,Heyworth,no,,,9IS9,9IS9,,,Lytleville Orchard Airport
321968,9JY9,heliport,Hazard ARH Regional Medical Center Helipad,37.278465,-83.229097,1232.0,,US,US-KY,Hazard,no,,,9JY9,9JY9,http://www.arh.org/locations/hazard.aspx,,
15764,9K0,small_airport,Cottonwood Falls Airport,38.358075,-96.544545,1273.0,,US,US-KS,Cottonwood Falls,no,,,K9K0,9K0,,https://en.wikipedia.org/wiki/Cottonwood_Falls_Airport,Chase County
15767,9K5,small_airport,Slater Memorial Airport,39.22919845581055,-93.07240295410156,860.0,,US,US-MO,Slater,no,,,9K5,9K5,,,
15768,9K6,small_airport,Patty Field,37.80039978027344,-96.79900360107422,1385.0,,US,US-KS,El Dorado,no,,,9K6,9K6,,,
15769,9KS0,heliport,Coffeyville Regional Medical Center Heliport,37.04169845581055,-95.63909912109376,750.0,,US,US-KS,Coffeyville,no,,,9KS0,9KS0,,,
15770,9KS1,small_airport,Hartland Airport,38.6594444,-95.0922222,993.0,,US,US-KS,Wellsville,no,,,9KS1,9KS1,,,
15771,9KS2,heliport,Shawnee Mission Medical Center Heliport,38.99580001831055,-94.69110107421876,1030.0,,US,US-KS,Merriam,no,,,9KS2,9KS2,,,
15772,9KS3,closed,Kake Helistop,37.7103,-97.388397,1330.0,,US,US-KS,Wichita,no,,,,,,,9KS3
15773,9KS4,small_airport,Rose Port Inc Airport,39.636395,-98.359802,1500.0,,US,US-KS,Ionia,no,,,9KS4,9KS4,,,Rose Pork Inc Airport
15775,9KS6,small_airport,Lundgren Hereford Ranch Airport,38.808549,-100.570478,2600.0,,US,US-KS,Gove,no,,,9KS6,9KS6,,,
597693,9KS8,small_airport,Gators Place Airport,37.75035,-97.047373,1326.0,,US,US-KS,Towanda,no,,,9KS8,9KS8,,,
15777,9KS9,closed,DMH Airport,38.790798,-97.618301,1272.0,,US,US-KS,Salina,no,,,,,,,9KS9
325461,9KT0,heliport,Norton Children's Hospital Heliport,38.248972,-85.749472,546.0,,US,US-KY,Louisville,no,,,9KT0,9KT0,,,
299730,9KY0,heliport,Clay City Vol. Fire Department Heliport,38.853083,-83.917416,667.0,,US,US-KY,Clay City,no,,,9KY0,9KY0,,,
345614,9KY1,heliport,Mary Breckenridge ARH Heliport,37.167238,-83.400425,482.0,,US,US-KY,Hyden,no,,,9KY1,9KY1,,,
346057,9KY2,heliport,Air Evac 92 Heliport,37.761979,-86.452553,691.0,,US,US-KY,Hardinsburg,no,,,9KY2,9KY2,,,
345658,9KY3,heliport,Montgomery County Fire Heliport,38.063139,-83.957319,1030.0,,US,US-KY,Mount Sterling,no,,,9KY3,9KY3,,,
346222,9KY4,small_airport,TEC Field,37.023019,-84.12225,1190.0,,US,US-KY,London,no,,,9KY4,9KY4,,,
345656,9KY5,heliport,Norton Brownsboro Hospital Heliport,38.316176,-85.576217,679.0,,US,US-KY,Louisville,no,,,9KY5,9KY5,,,
347160,9KY7,heliport,Milton Fire Rescue Heliport,38.65708,-85.317442,928.0,,US,US-KY,Bedford,no,,,9KY7,9KY7,,,
346429,9KY8,heliport,Trigg County Hospital Heliport,36.86636,-87.821129,502.0,,US,US-KY,Cadiz,no,,,9KY8,9KY8,,,
15778,9KY9,small_airport,Paintsville-Prestonsburg-Combs Field,37.745743,-82.77797,624.0,,US,US-KY,Paintsville,no,,,9KY9,9KY9,,https://en.wikipedia.org/wiki/Paintsville-Prestonsburg_Combs_Field,
15781,9LA2,small_airport,Norris Airstrip,32.1404,-91.411201,70.0,,US,US-LA,Newellton,no,,,,,,,9LA2
15782,9LA3,closed,Air Logistics (Fourchon) Heliport,29.116446,-90.199746,,,US,US-LA,Golden Meadow,no,,,,,,,9LA3
15783,9LA4,heliport,Texaco Heliport,29.686899185180664,-91.17179870605467,5.0,,US,US-LA,Morgan City,no,,,9LA4,9LA4,,,
15784,9LA5,heliport,Huey P Long Regional Medical Center Heliport,31.32085,-92.4407,70.0,,US,US-LA,Pineville,no,,,9LA5,9LA5,,,
15785,9LA6,small_airport,Chandler Airport,31.306801,-92.611504,82.0,,US,US-LA,Alexandria,no,,,9LA6,9LA6,,,99R
15787,9LA8,heliport,Cornerstone Chemical Company Helistop,29.958504,-90.274551,9.0,,US,US-LA,South Kenner,no,,,9LA8,9LA8,,,American Cyanamid Company Helistop
15788,9LA9,small_airport,Skyline Airpark,30.73479,-90.44458,200.0,,US,US-LA,Amite,no,,,9LA9,9LA9,,,
15789,9LL0,small_airport,Krutmeier Airport,39.81999969482422,-91.22100067138672,715.0,,US,US-IL,Payson,no,,,9LL0,9LL0,,,
15790,9LL2,small_airport,Hepp Airport,38.03369903564453,-89.57929992675781,505.0,,US,US-IL,Cutler,no,,,9LL2,9LL2,,,
15792,9LL5,small_airport,Tommy's Airpark,39.651100158691406,-89.45860290527344,595.0,,US,US-IL,Edinburg,no,,,9LL5,9LL5,,,
15793,9LL7,heliport,Brandt Heliport,39.87730026245117,-89.92459869384766,629.0,,US,US-IL,Pleasant Plains,no,,,9LL7,9LL7,,,
15794,9LL8,heliport,Refreshment Services Inc Heliport,39.86669921875,-88.88529968261719,680.0,,US,US-IL,Decatur,no,,,9LL8,9LL8,,,
15796,9LS1,small_airport,Bayou Meadows Airport,32.699507,-91.386638,85.0,,US,US-LA,Pioneer,no,,,9LS1,9LS1,,,
15797,9LS5,small_airport,Red Beard Dusting Service Airport,32.303812,-91.128674,86.0,,US,US-LA,Tallulah,no,,,9LS5,9LS5,,,
15798,9LS9,small_airport,4B Ranch Airport,32.405014,-91.343297,80.0,,US,US-LA,Tallulah,no,,,9LS9,9LS9,,,
15801,9MA8,heliport,Wayne West Heliport,41.8468017578125,-70.76090240478516,90.0,,US,US-MA,Carver,no,,,9MA8,9MA8,,,
15802,9MD9,small_airport,G W Farm Airport,38.85200119018555,-75.68930053710938,50.0,,US,US-MD,Denton,no,,,9MD9,9MD9,,,
15803,9MI0,heliport,St Joseph Mercy Ann Arbor Hospital Heliport,42.264027,-83.653692,837.0,,US,US-MI,Ypsilanti,no,,,9MI0,9MI0,,,CMHS Heliport
15804,9MI1,heliport,Custer Main Heliport,42.33169937133789,-85.29669952392578,883.0,,US,US-MI,Battle Creek,no,,,9MI1,9MI1,,,
15805,9MI2,small_airport,Newport Woods Airport,41.98789978027344,-83.30760192871094,593.0,,US,US-MI,Newport,no,,,9MI2,9MI2,,,
15806,9MI3,heliport,Amway Downtown Heliport,42.965737,-85.674313,670.0,,US,US-MI,Grand Rapids,no,,,9MI3,9MI3,,,
15808,9MI5,small_airport,Grass Roots STOLport,43.23780059814453,-83.52439880371094,780.0,,US,US-MI,Millington,no,,,9MI5,9MI5,,,
15810,9MI7,heliport,Glen Oaks Heliport,42.4900016784668,-83.46520233154297,920.0,,US,US-MI,Novi,no,,,9MI7,9MI7,,,
15811,9MI8,heliport,Jott Heliport,42.6609001159668,-82.99629974365234,630.0,,US,US-MI,Utica,no,,,9MI8,9MI8,,,
15812,9MI9,heliport,Bronson Methodist Hospital Heliport,42.2869987487793,-85.5813980102539,786.0,,US,US-MI,Kalamazoo,no,,,9MI9,9MI9,,,
15813,9MN0,seaplane_base,Carey Lake Seaplane Base,47.41830062866211,-92.82769775390624,1351.0,,US,US-MN,Hibbing,no,,,9MN0,9MN0,,,
15814,9MN1,small_airport,Troll Farm Airport,45.61159896850586,-93.19740295410156,960.0,,US,US-MN,Cambridge,no,,,9MN1,9MN1,,,
15815,9MN2,seaplane_base,Wabana Seaplane Base,47.41859817504883,-93.518798828125,1319.0,,US,US-MN,Grand Rapids,no,,,9MN2,9MN2,,,
15816,9MN3,small_airport,Barnesville Municipal Airport,46.66519927978516,-96.44120025634766,980.0,,US,US-MN,Barnesville,no,,,9MN3,9MN3,,,
15817,9MN4,heliport,Fairview Riverside Medical Center Heliport,44.967184,-93.23745,987.0,,US,US-MN,Minneapolis,no,,,9MN4,9MN4,,,
15818,9MN5,small_airport,Janssen Airport,46.70974,-96.352541,1100.0,,US,US-MN,Barnesville,no,,,9MN5,9MN5,,,
15819,9MN6,small_airport,Merill L Harris Field,44.644216,-93.700762,800.0,,US,US-MN,Jordan,no,,,9MN6,9MN6,,,
15820,9MN7,heliport,Watonwan Memorial Hospital Heliport,43.97999954223633,-94.6168975830078,1078.0,,US,US-MN,St James,no,,,9MN7,9MN7,,,
15823,9MO0,heliport,Anheuser/Busch Inc Heliport,38.59170150756836,-90.2083969116211,548.0,,US,US-MO,St Louis,no,,,9MO0,9MO0,,,
15824,9MO1,heliport,Missouri Baptist Hospital Heliport,38.63529968261719,-90.4459991455078,630.0,,US,US-MO,St Louis,no,,,9MO1,9MO1,,,
15825,9MO2,heliport,Fitzgibbon Hospital Heliport,39.11249923706055,-93.18910217285156,744.0,,US,US-MO,Marshall,no,,,9MO2,9MO2,,,
15826,9MO3,small_airport,Lawlor-Justus Airport,39.641700744628906,-94.8135986328125,1100.0,,US,US-MO,Faucett,no,,,9MO3,9MO3,,,
15827,9MO4,small_airport,Worth Airport,39.97837,-94.875183,1130.0,,US,US-MO,Savannah,no,,,9MO4,9MO4,,,
15828,9MO5,small_airport,Wakefield Wings Airport,37.061199,-93.099297,1380.0,,US,US-MO,Sparta,no,,,9MO5,9MO5,,,Hindman
15829,9MO6,small_airport,Ivy Bend Airport,38.19309997558594,-92.99240112304688,690.0,,US,US-MO,Stover,no,,,9MO6,9MO6,,,
15831,9MO8,heliport,Owensville Ambulance District Heliport,38.35559844970703,-91.50240325927734,900.0,,US,US-MO,Owensville,no,,,9MO8,9MO8,,,
15832,9MO9,small_airport,Eagle Lodge Airport,39.556403,-93.249035,650.0,,US,US-MO,Sumner,no,,,9MO9,9MO9,,,
321975,9MS7,heliport,Martin Heliport Area,30.356515,-88.507352,5.0,,US,US-MS,Pascagoula,no,,,9MS7,9MS7,,,
323095,9MS9,small_airport,Beets Airport,31.202544,-89.749755,238.0,,US,US-MS,Columbia,no,,,9MS9,9MS9,,,
329897,9MT0,small_airport,Pale Morning Dun Ranch Airport,45.402953,-107.774616,3220.0,,US,US-MT,Fort Smith,no,,,9MT0,9MT0,,,
15834,9MT9,small_airport,Pierces Airport,45.79041,-111.124735,4450.0,,US,US-MT,Belgrade,no,,,9MT9,9MT9,,,McKenna
342454,9MU4,heliport,Homestead Heliport,39.041357,-94.199513,838.0,,US,US-MO,Grain Valley,no,,,9MU4,9MU4,,,
550695,9MY7,small_airport,Mikes Aerodrome,45.5964,-94.542539,1195.0,,US,US-MN,Albany,no,,,9MY7,9MY7,,,
15835,9N1,small_airport,Van Sant Airport,40.483559,-75.10088,390.0,,US,US-PA,Erwinna,no,,,,9N1,,https://en.wikipedia.org/wiki/Van_Sant_Airport,Vansant
15836,9N2,seaplane_base,Philadelphia Seaplane Base,39.859001159668,-75.299598693848,0.0,,US,US-PA,Essington,no,,PSQ,9N2,9N2,http://www.phillyseaplanebase.com/,https://en.wikipedia.org/wiki/Philadelphia_Seaplane_Base,Chandler Field
15837,9N3,small_airport,Seamans Field,41.58940124511719,-75.756103515625,1209.0,,US,US-PA,Factoryville,no,,,9N3,9N3,,,
15838,9N7,small_airport,Farmers Pride Airport,40.442902,-76.441597,495.0,,US,US-PA,Fredericksburg,no,,,9N7,9N7,,https://en.wikipedia.org/wiki/Farmers_Pride_Airport,
15839,9NA2,heliport,Dakota Clinic Heliport,46.89360046386719,-99.29229736328124,1795.0,,US,US-ND,Medina,no,,,9NA2,9NA2,,,
15840,9NA4,small_airport,Bodmer Airport,48.66609954833984,-101.89099884033205,1885.0,,US,US-ND,Kenmare,no,,,9NA4,9NA4,,,
15841,9NC0,small_airport,Raleigh East Airport,35.797699,-78.436996,313.0,,US,US-NC,Knightdale,no,,,W17,W17,https://www.airnav.com/airport/W17,,9NC0
15842,9NC1,heliport,Atrium Health Stanly Heliport,35.364665,-80.193071,650.0,,US,US-NC,Albemarle,no,,,9NC1,9NC1,,,
15843,9NC2,small_airport,Flyers Airpark,35.21820068359375,-78.79640197753906,115.0,,US,US-NC,Linden,no,,,9NC2,9NC2,,,
15844,9NC3,small_airport,Edwards Airport,35.07080078125,-80.56639862060547,640.0,,US,US-NC,Monroe,no,,,9NC3,9NC3,,,
15846,9NC5,heliport,Saint Luke's Hospital Heliport,35.2400016784668,-82.21109771728516,1100.0,,US,US-NC,Columbus,no,,,9NC5,9NC5,,,
15848,9NC7,small_airport,Willow Creek Airport,35.36970138549805,-80.44000244140625,572.0,,US,US-NC,Mt Pleasant,no,,,9NC7,9NC7,,,
15849,9NC8,small_airport,Eagles Landing Airport,35.6869010925293,-79.21880340576172,430.0,,US,US-NC,Pittsboro,no,,,9NC8,9NC8,,,
15850,9NC9,small_airport,Meylor Field,36.209085,-79.894182,910.0,,US,US-NC,Greensboro,no,,,9NC9,9NC9,,,
15851,9ND1,small_airport,Elliott Farms Airport,48.64799880981445,-97.26840209960938,808.0,,US,US-ND,Drayton,no,,,9ND1,9ND1,,,
510388,9ND2,small_airport,Lewis Field,47.358333,-97.795032,1349.0,,US,US-ND,Hope,no,,,9ND2,9ND2,,,
15852,9ND8,small_airport,Hinkle Airport,48.78549957275391,-97.67230224609376,908.0,,US,US-ND,Cavalier,no,,,9ND8,9ND8,,,
15853,9NE1,small_airport,El-Co Airport,41.143293,-101.92651,3650.0,,US,US-NE,Brule,no,,,9NE1,9NE1,,,
15854,9NE2,small_airport,Folkerts Airport,40.29169845581055,-97.72250366210938,1610.0,,US,US-NE,Carleton,no,,,9NE2,9NE2,,,
15855,9NE3,small_airport,Davis Ranch Airport,42.189736,-101.786013,3768.0,,US,US-NE,Hyannis,no,,,9NE3,9NE3,,,
15856,9NE4,small_airport,Johnston Field,41.70330047607422,-97.74449920654295,1800.0,,US,US-NE,Lindsay,no,,,9NE4,9NE4,,,
15859,9NE8,small_airport,Brosius Field,41.400055,-100.478296,3010.0,,US,US-NE,Stapleton,no,,,9NE8,9NE8,,,
15862,9NJ1,heliport,Bound Brook Nr 1 Heliport,40.56449890136719,-74.55490112304688,65.0,,US,US-NJ,Bound Brook,no,,,9NJ1,9NJ1,,,
15863,9NJ2,heliport,Bound Brook Nr 2 Heliport,40.55649948120117,-74.5624008178711,32.0,,US,US-NJ,Bound Brook,no,,,9NJ2,9NJ2,,,
15864,9NJ3,heliport,At&T Helistop,40.71680068969727,-74.54959869384766,280.0,,US,US-NJ,Basking Ridge,no,,,9NJ3,9NJ3,,,
15865,9NJ4,heliport,Robert Wood Johnson University Hospital Heliport,40.495813,-74.449972,199.0,,US,US-NJ,New Brunswick,no,,,9NJ4,9NJ4,,,
15867,9NJ6,small_airport,Halka Nurseries Airport,39.36640167236328,-75.26830291748047,10.0,,US,US-NJ,Fairton,no,,,9NJ6,9NJ6,,,
15869,9NJ8,small_airport,High Meadow Farms Airport,40.89565,-75.00359,630.0,,US,US-NJ,Blairstown,no,,,9NJ8,9NJ8,,,
350790,9NK2,heliport,UHS Chenango Memorial Hospital Heliport,42.542188,-75.526859,1090.0,,US,US-NY,Norwich,no,,,9NK2,9NK2,,,
322205,9NK4,small_airport,Greig Farm Airport,42.024318,-73.856292,215.0,,US,US-NY,Red Hook,no,,,9NK4,9NK4,,,
344640,9NR0,small_airport,Smoke and Wings Airport,36.218055,-79.177222,741.0,,US,US-NC,Hillsborough,no,,,9NR0,9NR0,,,
346695,9NR4,small_airport,Wolf Pit Airport,35.355102,-80.431461,535.0,,US,US-NC,Mount Pleasant,no,,,9NR4,9NR4,,,
45695,9NR7,small_airport,Triple F Airpark,35.018333,-78.565833,148.0,,US,US-NC,Salemburg,no,,,9NR7,9NR7,,,
45696,9NR8,small_airport,Buie Field,34.793333,-79.193611,203.0,,US,US-NC,Red Springs,no,,,9NR8,9NR8,,,
45675,9NR9,heliport,210 Investors Heliport,34.358889,-77.860556,28.0,,US,US-NC,Castle Hayne,no,,,9NR9,9NR9,,,
